GeneId	Control_transcript	Case_transcript
SPSB3	ENST00000301717.8	ENST00000565550.1
SPSB3	ENST00000301717.8	ENST00000567868.5
SPSB3	ENST00000301717.8	ENST00000569769.1
SPSB3	ENST00000301717.8	ENST00000563705.5
DHX57	ENST00000457308.5	ENST00000497514.2
DHX57	ENST00000457308.5	ENST00000442331.1
DHX57	ENST00000457308.5	ENST00000474104.5
DHX57	ENST00000457308.5	ENST00000622155.4
DHX57	ENST00000457308.5	ENST00000479345.2
DHX57	ENST00000457308.5	ENST00000452978.5
DHX57	ENST00000457308.5	ENST00000492042.1
DHX57	ENST00000457308.5	ENST00000477981.1
NDUFV1	ENST00000322776.10	ENST00000533919.5
NDUFV1	ENST00000322776.10	ENST00000528377.1
NDUFV1	ENST00000322776.10	ENST00000526138.5
NDUFV1	ENST00000322776.10	ENST00000527355.5
NDUFV1	ENST00000322776.10	ENST00000526770.5
NDUFV1	ENST00000322776.10	ENST00000524876.5
NDUFV1	ENST00000322776.10	ENST00000531250.1
NDUFV1	ENST00000322776.10	ENST00000530014.5
NDUFV1	ENST00000322776.10	ENST00000528314.1
NDUFV1	ENST00000322776.10	ENST00000528548.5
NDUFV1	ENST00000322776.10	ENST00000534139.5
NDUFV1	ENST00000322776.10	ENST00000526169.1
NDUFV1	ENST00000322776.10	ENST00000534352.1
NDUFV1	ENST00000322776.10	ENST00000525086.5
NDUFV1	ENST00000322776.10	ENST00000527923.1
NDUFV1	ENST00000322776.10	ENST00000529867.5
NDUFV1	ENST00000322776.10	ENST00000524838.5
NDUFV1	ENST00000322776.10	ENST00000532260.1
CBWD1	ENST00000356521.8	ENST00000487575.6
CBWD1	ENST00000356521.8	ENST00000613508.4
CBWD1	ENST00000356521.8	ENST00000613988.4
CBWD1	ENST00000356521.8	ENST00000382389.5
CBWD1	ENST00000356521.8	ENST00000465014.6
CBWD1	ENST00000356521.8	ENST00000314367.14
CBWD1	ENST00000356521.8	ENST00000495302.5
CBWD1	ENST00000356521.8	ENST00000377447.7
CBWD1	ENST00000356521.8	ENST00000498044.6
CBWD1	ENST00000356521.8	ENST00000475990.5
CBWD1	ENST00000356521.8	ENST00000464198.5
CBWD1	ENST00000356521.8	ENST00000618361.4
CBWD1	ENST00000356521.8	ENST00000431099.3
CBWD1	ENST00000356521.8	ENST00000489272.5
CBWD1	ENST00000356521.8	ENST00000612045.4
CBWD1	ENST00000356521.8	ENST00000475411.5
CBWD1	ENST00000356521.8	ENST00000616803.4
CBWD1	ENST00000356521.8	ENST00000620292.4
CBWD1	ENST00000356521.8	ENST00000613355.4
CBWD1	ENST00000356521.8	ENST00000618061.4
CBWD1	ENST00000356521.8	ENST00000616944.4
CBWD1	ENST00000356521.8	ENST00000462513.5
CBWD1	ENST00000356521.8	ENST00000483817.3
SLC9A8	ENST00000361573.2	ENST00000490250.1
SLC9A8	ENST00000489787.1	ENST00000490250.1
SLC9A8	ENST00000417961.5	ENST00000490250.1
INTS10	ENST00000397977.7	ENST00000519493.1
INTS10	ENST00000397977.7	ENST00000523143.1
INTS10	ENST00000397977.7	ENST00000517546.1
INTS10	ENST00000397977.7	ENST00000518799.1
INTS10	ENST00000397977.7	ENST00000522081.1
INTS10	ENST00000397977.7	ENST00000520670.1
INTS10	ENST00000397977.7	ENST00000522806.1
INTS10	ENST00000397977.7	ENST00000607660.1
INTS10	ENST00000397977.7	ENST00000520827.1
INTS10	ENST00000397977.7	ENST00000521008.1
INTS10	ENST00000397977.7	ENST00000523772.1
INTS10	ENST00000397977.7	ENST00000521758.5
INTS10	ENST00000518424.1	ENST00000520827.1
INTS10	ENST00000523869.1	ENST00000520827.1
INTS10	ENST00000521357.5	ENST00000520827.1
INTS10	ENST00000523846.1	ENST00000520827.1
INTS10	ENST00000520985.1	ENST00000520827.1
INTS10	ENST00000522114.5	ENST00000520827.1
ZNF771	ENST00000566625.2	ENST00000434417.1
ZNF771	ENST00000564550.1	ENST00000319296.9
ZNF771	ENST00000564550.1	ENST00000434417.1
SPG7	ENST00000268704.6	ENST00000563218.5
SPG7	ENST00000268704.6	ENST00000568151.1
SPG7	ENST00000268704.6	ENST00000566221.5
SPG7	ENST00000268704.6	ENST00000565370.1
SPG7	ENST00000268704.6	ENST00000566682.1
SPG7	ENST00000268704.6	ENST00000569363.1
SPG7	ENST00000268704.6	ENST00000569720.1
SPG7	ENST00000268704.6	ENST00000564409.1
SPG7	ENST00000268704.6	ENST00000567138.2
SPG7	ENST00000268704.6	ENST00000341316.6
SPG7	ENST00000268704.6	ENST00000561945.1
SPG7	ENST00000268704.6	ENST00000561702.5
SPG7	ENST00000268704.6	ENST00000568205.1
SPG7	ENST00000268704.6	ENST00000562775.1
SPG7	ENST00000268704.6	ENST00000564047.1
SPG7	ENST00000268704.6	ENST00000568509.2
SPG7	ENST00000268704.6	ENST00000561911.5
SPG7	ENST00000268704.6	ENST00000565891.1
SPG7	ENST00000268704.6	ENST00000569820.5
WDR7	ENST00000593058.1	ENST00000615645.4
WDR7	ENST00000585754.1	ENST00000615645.4
WDR7	ENST00000591524.1	ENST00000615645.4
WDR7	ENST00000585669.1	ENST00000615645.4
WDR7	ENST00000357574.7	ENST00000585824.1
WDR7	ENST00000357574.7	ENST00000615645.4
WDR7	ENST00000357574.7	ENST00000589935.1
WDR7	ENST00000357574.7	ENST00000590557.5
WDR7	ENST00000357574.7	ENST00000591449.1
WDR7	ENST00000357574.7	ENST00000587403.5
WDR7	ENST00000357574.7	ENST00000254442.7
WDR7	ENST00000586124.2	ENST00000615645.4
NSMCE4A	ENST00000369023.7	ENST00000477289.1
NSMCE4A	ENST00000369023.7	ENST00000481320.5
NSMCE4A	ENST00000369023.7	ENST00000369017.5
NSMCE4A	ENST00000369023.7	ENST00000459911.5
NSMCE4A	ENST00000369023.7	ENST00000483541.1
NSMCE4A	ENST00000369023.7	ENST00000489266.5
NSMCE4A	ENST00000369023.7	ENST00000468209.5
USP33	ENST00000370794.7	ENST00000481579.5
USP33	ENST00000370792.7	ENST00000481579.5
USP33	ENST00000524778.1	ENST00000481579.5
USP33	ENST00000525113.5	ENST00000481579.5
USP33	ENST00000528150.1	ENST00000481579.5
USP33	ENST00000370793.5	ENST00000481579.5
USP33	ENST00000357428.5	ENST00000472462.1
USP33	ENST00000357428.5	ENST00000533928.1
USP33	ENST00000357428.5	ENST00000461986.5
USP33	ENST00000357428.5	ENST00000498328.1
USP33	ENST00000357428.5	ENST00000481579.5
USP33	ENST00000357428.5	ENST00000462192.1
USP33	ENST00000357428.5	ENST00000527390.1
USP33	ENST00000357428.5	ENST00000531637.5
USP33	ENST00000357428.5	ENST00000524536.5
USP33	ENST00000357428.5	ENST00000477949.1
USP33	ENST00000357428.5	ENST00000530709.5
C1orf131	ENST00000366649.6	ENST00000462669.1
C1orf131	ENST00000366649.6	ENST00000318906.6
C1orf131	ENST00000366649.6	ENST00000451322.1
C1orf131	ENST00000366649.6	ENST00000495795.1
PLD2	ENST00000263088.10	ENST00000575316.1
PLD2	ENST00000263088.10	ENST00000574268.1
PLD2	ENST00000263088.10	ENST00000572199.1
PLD2	ENST00000263088.10	ENST00000575813.5
PLD2	ENST00000263088.10	ENST00000575246.6
PLD2	ENST00000263088.10	ENST00000576864.1
PLD2	ENST00000263088.10	ENST00000576329.1
PLD2	ENST00000263088.10	ENST00000574796.1
PLD2	ENST00000263088.10	ENST00000571273.5
PLD2	ENST00000263088.10	ENST00000575945.1
PLD2	ENST00000263088.10	ENST00000572127.1
PLD2	ENST00000263088.10	ENST00000573258.1
USP19	ENST00000465902.1	ENST00000483667.1
USP19	ENST00000479073.2	ENST00000483667.1
USP19	ENST00000417901.5	ENST00000398892.7
USP19	ENST00000417901.5	ENST00000491859.5
USP19	ENST00000417901.5	ENST00000398888.6
USP19	ENST00000417901.5	ENST00000306026.5
USP19	ENST00000417901.5	ENST00000398896.5
USP19	ENST00000417901.5	ENST00000483667.1
USP19	ENST00000464931.1	ENST00000483667.1
USP19	ENST00000434032.6	ENST00000483667.1
USP19	ENST00000488993.5	ENST00000483667.1
USP19	ENST00000453664.5	ENST00000483667.1
USP19	ENST00000398898.6	ENST00000483667.1
IFT172	ENST00000260570.7	ENST00000443889.1
IFT172	ENST00000260570.7	ENST00000475476.2
IFT172	ENST00000260570.7	ENST00000450564.1
IFT172	ENST00000260570.7	ENST00000509128.5
IFT172	ENST00000260570.7	ENST00000476264.6
IFT172	ENST00000260570.7	ENST00000489492.1
IFT172	ENST00000260570.7	ENST00000480892.1
IFT172	ENST00000260570.7	ENST00000476693.1
IFT172	ENST00000260570.7	ENST00000507184.5
IFT172	ENST00000260570.7	ENST00000475909.1
IFT172	ENST00000260570.7	ENST00000420854.1
SUOX	ENST00000550478.5	ENST00000548274.5
SUOX	ENST00000546833.5	ENST00000548274.5
SUOX	ENST00000356124.8	ENST00000548274.5
SUOX	ENST00000266971.7	ENST00000550121.5
SUOX	ENST00000266971.7	ENST00000394109.7
SUOX	ENST00000266971.7	ENST00000547586.5
SUOX	ENST00000266971.7	ENST00000548274.5
SUOX	ENST00000266971.7	ENST00000552363.5
SUOX	ENST00000266971.7	ENST00000546712.1
SUOX	ENST00000266971.7	ENST00000550065.1
SUOX	ENST00000266971.7	ENST00000552813.5
SUOX	ENST00000266971.7	ENST00000394115.6
SUOX	ENST00000266971.7	ENST00000551841.6
SUOX	ENST00000266971.7	ENST00000552258.5
SUOX	ENST00000551698.5	ENST00000548274.5
SUOX	ENST00000550340.5	ENST00000548274.5
NHP2L1	ENST00000355257.7	ENST00000402458.1
NHP2L1	ENST00000215956.9	ENST00000463675.5
NHP2L1	ENST00000215956.9	ENST00000469028.1
NHP2L1	ENST00000215956.9	ENST00000469522.1
NHP2L1	ENST00000215956.9	ENST00000488571.1
NHP2L1	ENST00000215956.9	ENST00000402458.1
NHP2L1	ENST00000215956.9	ENST00000401959.5
POLR3B	ENST00000228347.8	ENST00000539066.5
POLR3B	ENST00000228347.8	ENST00000549569.1
POLR3B	ENST00000228347.8	ENST00000549195.1
SIRT6	ENST00000337491.6	ENST00000596119.5
SIRT6	ENST00000337491.6	ENST00000305232.10
SIRT6	ENST00000337491.6	ENST00000597896.5
SIRT6	ENST00000337491.6	ENST00000601488.5
SIRT6	ENST00000337491.6	ENST00000594341.1
SIRT6	ENST00000337491.6	ENST00000600938.5
SIRT6	ENST00000337491.6	ENST00000599365.5
SIRT6	ENST00000337491.6	ENST00000601069.5
SIRT6	ENST00000337491.6	ENST00000600540.5
SIRT6	ENST00000337491.6	ENST00000599394.1
DDX39A	ENST00000242776.8	ENST00000590556.1
DDX39A	ENST00000242776.8	ENST00000592391.5
DDX39A	ENST00000242776.8	ENST00000590315.5
DDX39A	ENST00000242776.8	ENST00000586558.5
DDX39A	ENST00000242776.8	ENST00000588692.5
DDX39A	ENST00000242776.8	ENST00000588542.5
DDX39A	ENST00000242776.8	ENST00000589318.5
DDX39A	ENST00000242776.8	ENST00000590239.5
DDX39A	ENST00000242776.8	ENST00000590696.1
DDX39A	ENST00000242776.8	ENST00000592632.5
DDX39A	ENST00000242776.8	ENST00000590260.5
DDX39A	ENST00000242776.8	ENST00000593026.1
DDX39A	ENST00000242776.8	ENST00000586993.5
DDX39A	ENST00000242776.8	ENST00000587730.5
TMEM79	ENST00000295694.9	ENST00000485135.1
TMEM79	ENST00000295694.9	ENST00000495881.1
TMEM79	ENST00000295694.9	ENST00000463670.5
MOV10	ENST00000357443.2	ENST00000475429.5
MOV10	ENST00000357443.2	ENST00000482545.5
MOV10	ENST00000357443.2	ENST00000471160.5
MOV10	ENST00000357443.2	ENST00000479858.1
MOV10	ENST00000357443.2	ENST00000486416.1
MOV10	ENST00000357443.2	ENST00000495374.5
MOV10	ENST00000357443.2	ENST00000488160.5
MOV10	ENST00000357443.2	ENST00000496577.5
MOV10	ENST00000357443.2	ENST00000494319.1
MOV10	ENST00000357443.2	ENST00000490413.1
MOV10	ENST00000357443.2	ENST00000468624.5
QARS	ENST00000464962.5	ENST00000414533.5
QARS	ENST00000464962.5	ENST00000487495.5
QARS	ENST00000464962.5	ENST00000482468.5
QARS	ENST00000464962.5	ENST00000494767.1
QARS	ENST00000464962.5	ENST00000494838.5
QARS	ENST00000464962.5	ENST00000494984.5
QARS	ENST00000464962.5	ENST00000459870.5
QARS	ENST00000464962.5	ENST00000497635.5
QARS	ENST00000464962.5	ENST00000470225.5
QARS	ENST00000464962.5	ENST00000478561.5
QARS	ENST00000464962.5	ENST00000482248.6
QARS	ENST00000464962.5	ENST00000475599.5
QARS	ENST00000464962.5	ENST00000482261.6
QARS	ENST00000464962.5	ENST00000482438.1
QARS	ENST00000464962.5	ENST00000418549.3
QARS	ENST00000464962.5	ENST00000466179.1
QARS	ENST00000464962.5	ENST00000470113.1
QARS	ENST00000464962.5	ENST00000453392.5
MAP2K5	ENST00000178640.9	ENST00000395476.6
MAP2K5	ENST00000178640.9	ENST00000558274.1
MAP2K5	ENST00000178640.9	ENST00000439036.5
MAP2K5	ENST00000178640.9	ENST00000560591.5
MAP2K5	ENST00000178640.9	ENST00000340972.8
MAP2K5	ENST00000178640.9	ENST00000557869.2
MAP2K5	ENST00000178640.9	ENST00000558392.5
MAP2K5	ENST00000178640.9	ENST00000558021.1
IQGAP1	ENST00000633485.1	ENST00000561086.1
IQGAP1	ENST00000268182.9	ENST00000560373.1
IQGAP1	ENST00000268182.9	ENST00000558003.1
IQGAP1	ENST00000268182.9	ENST00000561461.5
IQGAP1	ENST00000268182.9	ENST00000560738.1
IQGAP1	ENST00000268182.9	ENST00000558491.1
IQGAP1	ENST00000268182.9	ENST00000561132.5
IQGAP1	ENST00000268182.9	ENST00000560733.1
IQGAP1	ENST00000268182.9	ENST00000560418.1
IQGAP1	ENST00000268182.9	ENST00000561086.1
IQGAP1	ENST00000268182.9	ENST00000559809.2
IQGAP1	ENST00000268182.9	ENST00000559682.1
IQGAP1	ENST00000268182.9	ENST00000559031.1
IQGAP1	ENST00000268182.9	ENST00000560020.1
IQGAP1	ENST00000268182.9	ENST00000560218.1
IQGAP1	ENST00000268182.9	ENST00000558957.1
IQGAP1	ENST00000559674.1	ENST00000561086.1
PPP2R5D	ENST00000485511.5	ENST00000470467.5
PPP2R5D	ENST00000230402.10	ENST00000470467.5
PPP2R5D	ENST00000461010.5	ENST00000470467.5
PPP2R5D	ENST00000486843.1	ENST00000470467.5
PPP2R5D	ENST00000472118.5	ENST00000470467.5
ZNF707	ENST00000533031.5	ENST00000418203.3
ZNF707	ENST00000533031.5	ENST00000527561.5
ZNF707	ENST00000533031.5	ENST00000532003.5
ZNF707	ENST00000533031.5	ENST00000533254.5
ZNF707	ENST00000533031.5	ENST00000528134.1
ZNF707	ENST00000533031.5	ENST00000532571.1
ZNF707	ENST00000533031.5	ENST00000527293.5
ZNF707	ENST00000533031.5	ENST00000442058.6
ZNF707	ENST00000533031.5	ENST00000530341.1
ZNF707	ENST00000533031.5	ENST00000532158.5
ZNF707	ENST00000533031.5	ENST00000508587.2
ZNF707	ENST00000533031.5	ENST00000534303.5
ZNF707	ENST00000533031.5	ENST00000525862.5
ZNF707	ENST00000533031.5	ENST00000532205.5
ZNF707	ENST00000533031.5	ENST00000525619.5
ZNF707	ENST00000533031.5	ENST00000525538.5
ZNF707	ENST00000533031.5	ENST00000530574.5
ZNF707	ENST00000533031.5	ENST00000532486.5
ITFG2	ENST00000228799.6	ENST00000540300.1
ITFG2	ENST00000228799.6	ENST00000535564.1
ITFG2	ENST00000228799.6	ENST00000540929.5
ITFG2	ENST00000228799.6	ENST00000537710.5
ITFG2	ENST00000228799.6	ENST00000543029.1
ITFG2	ENST00000228799.6	ENST00000545509.2
ITFG2	ENST00000228799.6	ENST00000538822.1
ITFG2	ENST00000228799.6	ENST00000537183.1
ITFG2	ENST00000228799.6	ENST00000534935.5
ITFG2	ENST00000228799.6	ENST00000552005.1
ITFG2	ENST00000228799.6	ENST00000541659.1
NPAT	ENST00000278612.8	ENST00000610253.5
NPAT	ENST00000278612.8	ENST00000530859.1
NPAT	ENST00000278612.8	ENST00000531384.1
NPAT	ENST00000278612.8	ENST00000530926.1
CASP8AP2	ENST00000419040.6	ENST00000548224.2
CASP8AP2	ENST00000237177.10	ENST00000548224.2
CASP8AP2	ENST00000551025.3	ENST00000548224.2
CASP8AP2	ENST00000552401.5	ENST00000548224.2
ZNF326	ENST00000340281.8	ENST00000370447.3
ZNF326	ENST00000340281.8	ENST00000394583.7
ZNF326	ENST00000340281.8	ENST00000361911.9
PPP2R3C	ENST00000261475.9	ENST00000553282.1
PPP2R3C	ENST00000261475.9	ENST00000556254.1
PPP2R3C	ENST00000261475.9	ENST00000557288.1
PPP2R3C	ENST00000261475.9	ENST00000557773.5
PPP2R3C	ENST00000261475.9	ENST00000557074.1
PPP2R3C	ENST00000261475.9	ENST00000554361.5
PPP2R3C	ENST00000261475.9	ENST00000554265.5
PPP2R3C	ENST00000261475.9	ENST00000554899.5
PPP2R3C	ENST00000261475.9	ENST00000555644.5
PPP2R3C	ENST00000261475.9	ENST00000555219.1
NDUFS2	ENST00000367993.7	ENST00000479948.5
NDUFS2	ENST00000367993.7	ENST00000468828.5
NDUFS2	ENST00000367993.7	ENST00000480762.5
NDUFS2	ENST00000367993.7	ENST00000465923.5
NDUFS2	ENST00000367993.7	ENST00000478866.5
NDUFS2	ENST00000367993.7	ENST00000496553.5
NDUFS2	ENST00000367993.7	ENST00000473321.1
NDUFS2	ENST00000367993.7	ENST00000493849.5
NDUFS2	ENST00000367993.7	ENST00000492153.1
NDUFS2	ENST00000367993.7	ENST00000475570.1
NDUFS2	ENST00000367993.7	ENST00000496133.5
NDUFS2	ENST00000467295.5	ENST00000465923.5
NDUFS2	ENST00000483804.5	ENST00000465923.5
RFNG	ENST00000310496.8	ENST00000584463.1
RFNG	ENST00000310496.8	ENST00000578356.1
RFNG	ENST00000310496.8	ENST00000580953.5
RFNG	ENST00000310496.8	ENST00000584515.1
RFNG	ENST00000310496.8	ENST00000578676.5
RFNG	ENST00000310496.8	ENST00000580793.5
RFNG	ENST00000310496.8	ENST00000583784.1
RFNG	ENST00000310496.8	ENST00000582478.5
PKNOX1	ENST00000291547.9	ENST00000607150.1
PKNOX1	ENST00000291547.9	ENST00000558955.2
PKNOX1	ENST00000291547.9	ENST00000418336.6
PKNOX1	ENST00000291547.9	ENST00000480179.1
PKNOX1	ENST00000291547.9	ENST00000456957.2
PKNOX1	ENST00000291547.9	ENST00000474336.5
PKNOX1	ENST00000291547.9	ENST00000607049.5
PKNOX1	ENST00000291547.9	ENST00000560448.5
PKNOX1	ENST00000291547.9	ENST00000557820.5
MYO19	ENST00000613551.4	ENST00000620567.1
MYO19	ENST00000616207.4	ENST00000620567.1
MYO19	ENST00000616159.4	ENST00000620567.1
MYO19	ENST00000614623.4	ENST00000620644.1
MYO19	ENST00000614623.4	ENST00000611063.1
MYO19	ENST00000614623.4	ENST00000621550.4
MYO19	ENST00000614623.4	ENST00000620413.1
MYO19	ENST00000614623.4	ENST00000617167.1
MYO19	ENST00000614623.4	ENST00000620943.1
MYO19	ENST00000614623.4	ENST00000614416.4
MYO19	ENST00000614623.4	ENST00000611794.1
MYO19	ENST00000614623.4	ENST00000617189.1
MYO19	ENST00000614623.4	ENST00000610496.1
MYO19	ENST00000614623.4	ENST00000620567.1
MYO19	ENST00000614623.4	ENST00000620640.4
MYO19	ENST00000614623.4	ENST00000610930.4
MYO19	ENST00000614623.4	ENST00000620869.1
MYO19	ENST00000614623.4	ENST00000610992.4
MYO19	ENST00000614623.4	ENST00000615902.1
MYO19	ENST00000614623.4	ENST00000610576.1
MYO19	ENST00000614623.4	ENST00000611622.4
MYO19	ENST00000614623.4	ENST00000611125.1
MYO19	ENST00000622055.4	ENST00000620567.1
MYO19	ENST00000621344.4	ENST00000620567.1
MYO19	ENST00000612097.1	ENST00000620567.1
MYO19	ENST00000612392.1	ENST00000620567.1
VPS53	ENST00000571805.5	ENST00000570650.1
VPS53	ENST00000571805.5	ENST00000572607.1
VPS53	ENST00000571805.5	ENST00000570771.1
VPS53	ENST00000571805.5	ENST00000576019.5
VPS53	ENST00000571805.5	ENST00000570359.1
VPS53	ENST00000571805.5	ENST00000571456.1
VPS53	ENST00000571805.5	ENST00000575207.5
VPS53	ENST00000571805.5	ENST00000575100.1
VPS53	ENST00000571805.5	ENST00000574029.5
VPS53	ENST00000571805.5	ENST00000541903.6
VPS53	ENST00000571805.5	ENST00000572334.6
VPS53	ENST00000571805.5	ENST00000570510.6
VPS53	ENST00000571805.5	ENST00000573028.5
SDCCAG8	ENST00000482234.1	ENST00000463012.1
SDCCAG8	ENST00000482234.1	ENST00000435549.1
SDCCAG8	ENST00000482234.1	ENST00000463042.1
SDCCAG8	ENST00000482234.1	ENST00000491888.1
SDCCAG8	ENST00000482234.1	ENST00000493334.1
SDCCAG8	ENST00000482234.1	ENST00000497459.1
SDCCAG8	ENST00000482234.1	ENST00000366541.7
SDCCAG8	ENST00000476722.6	ENST00000366541.7
SDCCAG8	ENST00000490065.5	ENST00000463012.1
SDCCAG8	ENST00000490065.5	ENST00000435549.1
SDCCAG8	ENST00000490065.5	ENST00000463042.1
SDCCAG8	ENST00000490065.5	ENST00000491888.1
SDCCAG8	ENST00000490065.5	ENST00000493334.1
SDCCAG8	ENST00000490065.5	ENST00000497459.1
SDCCAG8	ENST00000490065.5	ENST00000366541.7
SDCCAG8	ENST00000496361.1	ENST00000366541.7
MCRS1	ENST00000343810.8	ENST00000548602.5
MCRS1	ENST00000343810.8	ENST00000548596.5
MCRS1	ENST00000343810.8	ENST00000552596.1
MCRS1	ENST00000343810.8	ENST00000548646.5
MCRS1	ENST00000343810.8	ENST00000552206.1
MCRS1	ENST00000343810.8	ENST00000553173.5
MCRS1	ENST00000343810.8	ENST00000547182.1
MCRS1	ENST00000343810.8	ENST00000549000.1
MCRS1	ENST00000343810.8	ENST00000551625.5
MCRS1	ENST00000343810.8	ENST00000546244.5
MCRS1	ENST00000343810.8	ENST00000551598.5
PPWD1	ENST00000261308.9	ENST00000515151.1
PPWD1	ENST00000261308.9	ENST00000502703.5
PPWD1	ENST00000261308.9	ENST00000511334.1
PPWD1	ENST00000261308.9	ENST00000535264.5
PPWD1	ENST00000261308.9	ENST00000514172.1
PPWD1	ENST00000261308.9	ENST00000508982.1
PPWD1	ENST00000261308.9	ENST00000511908.5
PPWD1	ENST00000261308.9	ENST00000538977.5
PPWD1	ENST00000261308.9	ENST00000513773.1
PPWD1	ENST00000261308.9	ENST00000503435.5
PPWD1	ENST00000261308.9	ENST00000507608.1
ZC3H7A	ENST00000355758.8	ENST00000571405.5
ZC3H7A	ENST00000355758.8	ENST00000572870.5
ZC3H7A	ENST00000355758.8	ENST00000570862.1
ZC3H7A	ENST00000355758.8	ENST00000572938.1
ZC3H7A	ENST00000355758.8	ENST00000576009.1
ZC3H7A	ENST00000355758.8	ENST00000574995.1
ZC3H7A	ENST00000355758.8	ENST00000576018.5
ZC3H7A	ENST00000355758.8	ENST00000575170.1
ZC3H7A	ENST00000355758.8	ENST00000576247.1
ZC3H7A	ENST00000355758.8	ENST00000571676.5
ZC3H7A	ENST00000355758.8	ENST00000396516.6
ZC3H7A	ENST00000355758.8	ENST00000575041.5
ZC3H7A	ENST00000355758.8	ENST00000570918.1
ZC3H7A	ENST00000355758.8	ENST00000575984.1
C17orf85	ENST00000574911.5	ENST00000574379.2
C17orf85	ENST00000574911.5	ENST00000572988.1
C17orf85	ENST00000574911.5	ENST00000577169.1
C17orf85	ENST00000574911.5	ENST00000575815.5
BABAM1	ENST00000598188.5	ENST00000598382.1
BABAM1	ENST00000598188.5	ENST00000601171.5
BABAM1	ENST00000598188.5	ENST00000594247.5
BABAM1	ENST00000598188.5	ENST00000596335.5
BABAM1	ENST00000598188.5	ENST00000602066.5
BABAM1	ENST00000598188.5	ENST00000601232.1
BABAM1	ENST00000598188.5	ENST00000599057.5
BABAM1	ENST00000598188.5	ENST00000598567.1
BABAM1	ENST00000598188.5	ENST00000595393.5
BABAM1	ENST00000598188.5	ENST00000601938.5
DIAPH1	ENST00000389054.7	ENST00000472516.1
DIAPH1	ENST00000389054.7	ENST00000518484.1
DIAPH1	ENST00000389054.7	ENST00000468119.3
DIAPH1	ENST00000389054.7	ENST00000476339.1
DIAPH1	ENST00000389054.7	ENST00000253811.10
DIAPH1	ENST00000389054.7	ENST00000523100.5
DIAPH1	ENST00000389054.7	ENST00000491754.5
DIAPH1	ENST00000389054.7	ENST00000494967.5
DIAPH1	ENST00000389054.7	ENST00000448451.5
DIAPH1	ENST00000389054.7	ENST00000524301.1
NARF	ENST00000582907.5	ENST00000578820.1
NARF	ENST00000309794.15	ENST00000578820.1
NARF	ENST00000579198.5	ENST00000578820.1
NARF	ENST00000583181.5	ENST00000578820.1
NARF	ENST00000584965.1	ENST00000578820.1
NARF	ENST00000412079.6	ENST00000578820.1
NARF	ENST00000584411.5	ENST00000578820.1
NARF	ENST00000577432.5	ENST00000578820.1
NARF	ENST00000584192.5	ENST00000578820.1
NARF	ENST00000390006.8	ENST00000581202.5
NARF	ENST00000390006.8	ENST00000577410.2
NARF	ENST00000390006.8	ENST00000577812.5
NARF	ENST00000390006.8	ENST00000457415.7
NARF	ENST00000390006.8	ENST00000345415.11
NARF	ENST00000390006.8	ENST00000584445.5
